label,statement,len
false,"As state Commerce secretary, Mary Burke drafted, sponsored and promoted budgets that raised taxes by billions, created high structural deficits and raided funds to finance huge spending hikes.",192
false,There are high administrative costs when you donate to Haiti relief through the White House Web site.,101
false,Says Hillary Clinton wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. Thats what could happen. You triple the size of our country in one week.,210
false,"(Jeff) Atwaters busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish its dubbed the Taj Mahal, $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.",243
false,"Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.",217
true,On supporting the charter school amendment.,43
false,"In my years in the State Legislature, I have never voted for a tax increase.",76
true,"The lawyer who brought the case against NationsBank said publicly that Alex Sink had nothing to do with the case, had nothing to do with the situation and didnt know about the problems.",185
true,"Were spending millions for each individual held at Guantanamo Bay, Cuba.",72
true,Texas is LAST (50th) in spending for mental health care.,56
false,"Barack Obama promises higher taxes on ""the sale of your home.""",62
false,Says FBI Director James Comeys letter about new developments in the investigation into her emails only went to Republican members of the House.,143
true,Barack Obama won't even use the term 'war on terrorism.',56
true,Wendy Davis is fighting to bring ... Bloomberg-style gun control to Texas.,74
true,"Under federal law, Jared Loughner would not have been able to buy a gun had he been identified as mentally ill.",111
false,"Two million federal workers negotiate zippo, zero. There is no collective bargaining for federal employees.",107
false,"The Congressional Budget Office ""estimates that only 15 percent of this stimulus package will be spent in 2009"" and only 37 percent in 2010.",140
true,Says he represents or has represented about half the San Antonio-rooted district in which he seeks election.,108
true,We have the fewest people employed in this country since 1979.,62
false,"Says U.S. Senate opponent Tammy Baldwin supported a federal budget that spent trillions -- not billions, trillions -- more money than the Obama budget.",151
true,Twenty-five percent of people in the country have said they changed their email and phone habits because of the collection of data allowed by the Patriot Act.,158
false,"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",137
true,The Secure Communities Program and 287(g) immigration programs were programs that worked but were recklessly gutted by the Obama administration.,144
true,I spent only $36.29 on my campaign for governor.,48
false,"Says that Susan Rice, the presidents national security adviser, has already conceded that Iran will have a robust uranium enrichment capability.",144
false,"Because theres no local option to allow communities to ban, limit or restrict the location of pot shops, if Amendment 2 passes you can expect the seedy elements of the pot industry to move in right next door to your neighborhood, your church, your business and even your childs school.",285
false,"With his decision on whether to fire Gen. Stanley McChrystal, President Obama has to fix yet another problem he inherited from the Bush administration.",151
true,Says Hillary Clinton lied about why her parents named her Hillary.,66
false,The health care law imposes the largest tax increase in history on the middle class.,84
true,The number of terrorists out there has doubled.,47
true,"Under the Espionage Act, (Edward Snowden would not be) allowed to come into court and say I was justified in disclosing this information. There is no whistleblower exception in the Espionage Act.",195
true,The median income in this country has declined 10 percent in the last four years.,81
true,We will not ask for a tax increase to run city government.,58
true,"Unlike marijuana, medical cannabis oil cannot get you high.",59
false,"Says Jeff Reardon cut elementary school music classes, art instruction, teaching positions, basketball and volleyball programs, and he voted to raise school lunch prices.",170
false,"In Florida, illegal immigration costs taxpayers nearly $4 billion (a year). This amounts to $700 for every household in Florida.",128
true,Theres no money for Planned Parenthood in the bill that would keep the government open.,87
false,"The House passed cut, cap and balance with bipartisan support.",62
false,Tim Kaine broke a campaign promise not to raise taxes.,54
true,Children who witness domestic violence are twice as likely to commit it themselves.,83
false,On reauthorization of Export-Import Bank.,41
false,Says Gov. Bob McDonnells budget would cut pre-kindergarten programs.,68
true,Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.,104
true,"Last year, (Bill McCollum) spent more than $2.2 million dollars to produce and air campaign-style TV ads where you were featured in almost every frame.",151
true,We already have $23 billion worth of debt.,42
true,"When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.",150
true,Weve had the private sector more than double the investment that was made by the public sector at Quonset Business Park.,120
false,Women are paid 77 cents for every $1 men get for the same work.,63
false,"As governor, Mitt Romney raised nursing home fees eight times.",62
false,"Says if Texas abortion measure passes, someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.",172
true,The Paris Agreement is by far the largest number of countries ever to sign an international agreement on a single day.,118
true,Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.,136
false,"Woonsocket needs a garbage-burning power plant because residents are paying through the nose for electricity thats fueled by foreign oil, at prices that are skyrocketing.",170
false,By using a little-known loophole ... Obama minions are allowing Nestle Company to export precious fresh water out of Lake Michigan.,131
false,"Every 1 percent increase in the cost of health insurance today causes about 30,000 Georgians to be uninsured.",109
true,Says Washington state has consistently ranked in the top five in the Forbes list of best states to do business ahead of Texas.,126
false,The Obama administration offered no magic number of people that needed to sign up for health care on the marketplaces.,118
false,Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action.,132
false,Says Rick Perry wanted to secede from the union.,48
true,It is a fact that the economy does better when we have a Democrat in the White House.,85
false,As Governor: Romney did not keep public safety funding in line with inflation.,78
true,We have reduced funding for education the least. Theyve suffered the least cuts.,80
true,Says the federal government threatened to impose a no-fly zone in Texas if state legislators bar airport security officials from performing pat-downs.,150
false,Says the Texas State Board of Education is considering eliminating references to Christmas and the Constitution in textbooks.,125
true,"Gov. Rick Perry broke his promise that he would not accept a $40,000 pay increase.",82
true,"On U.S.-Israeli relations, Prime Minister Benjamin Netanyahu set the record straight he said, our two countries have exactly the same policy (and) our security cooperation is unprecedented.",189
true,Malawi has just 300 doctors for 16 million people.,50
true,We doubled the size of the company (Hewlett-Packard).,53
false,"A Medicaid provision added to the Senate health carereform bill ""is not a special deal for Nebraska.""",101
true,Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.,100
true,A majority of Americans still oppose this health care bill.,59
false,My husband didn't wrap up the nomination until June.,52
true,We went from a $5.6 trillion surplus that George Bush inherited to over ... $11-plus trillion debt when George Bush left office.,128
true,"With only 67 bills or so passed into law, 2013 was the least productive year in congressional history since weve been keeping record.",133
true,Obama taps porn lawyer for #2 at Justice.,41
false,Says Jeb Bush said he would take his pants off and moon everybody ... Nobody reports that.,90
false,Georgia has the most lax gun laws in the nation.,48
true,"Says of Donald Trump, He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.",155
false,"The Chamber of Commerce says new carbon regulations will kill 244,000 jobs a year and cost average families $1,200 a year.",122
true,Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,137
false,Says many states are floundering under crushing deficit spending.,65
false,"Florida's legal challenge of the federal health care bill is ""bipartisan.""",74
true,"The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will.",160
false,"When ICE releases illegal immigrants, a lot of those people are not from Honduras and Mexico. Theyre from Iraq and Somalia and Russia.",134
true,More than half of the births in Texas are paid for by Medicaid.,63
false,"President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead.",203
true,"On immigration, the president said 22 times, 22 times, that he couldnt do what he eventually did.",97
true,We have had some significant accomplishments on a bipartisan basis.,67
true,Weve lifted high school graduation rates to new highs.,54
true,State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking.,116
false,"When SACS came back to the DeKalb County School District to give a midterm review, we got straight As.",102
true,"In the do-nothing Senate, there are 352 House bills sitting on Harry Reids desk awaiting action, including 55 introduced by Democrats.",134
false,One of the things we found very clearly and consistently is that [video gaming] is a growth industry.,101
true,Says most of Perrys chiefs of staff have been lobbyists.,56
false,I know that Hillary on occasion has said just last year said this (NAFTA) was a boon to the economy.,100
true,"Says the Texas Forest Service planted 6,000 trees in the Dallas/Fort Worth area before the Super Bowl for unknown reasons at an unknown cost.",141
false,Says Russ Feingold was the only senator to vote against Homeland Security.,74
false,Sen.Mark Begich cast the deciding vote in favor of President Obamas authority to issue executive amnesty to illegal aliens.,123
false,ISIS didnt exist when my brother was president. Al-Qaida in Iraq was wiped out when my brother was president.,109
true,There are 49 different federal job training programs that report to eight agencies.,83
false,The U.S. economy is recovering slower than Europe,49
true,Texas leads the country in drunk driving fatalities.,52
false,"Romneycare has killed 18,000 Massachusetts jobs.",48
true,Says Iowa Republican Senate candidate Joni Ernst would privatize Social Security.,81
false,Says Allen West violatedfederal law by scuba diving with U.S. flag.,67
true,Says in Oregon only 41 percent of adults have ever been tested for HIV.,71
true,"When President Obama took office, we were losing 700,000 jobs a month. Now weve had job growth, I think, for 24 consecutive months.",131
false,"We in the Democratic Party had no input into the locations of these hearings, nor did we have input into the process.",117
false,Says Scott Walker said that forcing women facing abortion to get invasive ultrasounds was just a cool thing.,108
true,Says Charlie Crist raised taxes on the middle class by $2.2 billion.,68
false,This is not a mosque. Its a cultural center that has a prayer area.,67
false,"Every year in the United States between 3,000 and 4,500 severe vaccine reactions are reported to the Centers for Disease Control. Not mild reactions. Severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death.",268
true,Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27.,72
false,"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""",108
true,New Jersey has had seven credit downgrades since Chris Christie became governor.,80
true,Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.,123
false,Our federal government has lent $2 billion to the state-owned oil company of Brazil to allow them to explore for oil and gas.,125
true,Ronald Reagan banned ownership of fully automatic rifles. He supported the assault weaspons ban.,96
false,"Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!",101
true,"The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.",236
true,Says he started the Pacur plastics manufacturing company he owns.,65
false,The United States has seen a net loss of people with health insurance because of Obamacare.,91
false,I have never lobbied for offshore oil drilling.,47
false,Glenn Hegar promised to eliminate the property tax.,51
false,"When the Milwaukee County mental health facility is full, cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that.",182
true,"Says Mitt Romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country.",111
false,"Says Abortion clinics in Oregon, as in most states, have no state oversight and are not held to basic health or safety standards.",129
true,The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees.,148
true,Says that Rick Santorum voted for the unions over FedEx.,56
false,"When President AbrahamLincoln signed his Emancipation Proclamation, there were over 300,000 slaveholders who were fighting in the Union army.",141
true,Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.,134
true,Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department.,113
true,Says the 2012-13 state budget leaves $6 billion in a rainy day fund.,68
true,There has never been an alderman who has defeated an incumbent mayor in the history of this great city.,103
false,On running a civil and polite campaign,38
true,Says 25 percent of Oregonians oppose the death penalty.,55
true,"We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.",106
false,"Says President Barack Obama has taken less vacation days than any other president in a generation, while Congress has taken more vacation days than any other Congress in history.",178
true,"Less than two years ago, we made a commitment to repay the U.S. . . .taxpayers in full, and today we made good on that promise.",127
true,Cory Gardner is sponsoring a bill to ban all abortions right now.,65
true,"Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.",166
false,Millennials will be 75 percent of the workforce in the next 10 years.,69
true,Over 60 percent of the provisional ballots cast in [the 2012] election were disqualified because those folks were not duly registered as voters.,144
true,The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.,131
true,The vast majority of people in this country are keeping their (health insurance) plan.,86
true,The Democratic health care law added 12 years of solvency to Medicare.,70
true,The only segment in the beer market that is growing is the craft beer segment.,78
true,Says $15-an-hourproposal in Cleveland is the most aggressive minimum wage increase in the country.,98
true,We are seeing kids who are healthier.,37
false,90% of rural women and 55% of all women are illiterate in Morocco.,66
false,Kathleen Peters refuses to take a stand to repeal Obamacare.,60
false,"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project.""",127
false,Says $500 billion in Medicare cuts are coming.,46
true,"Fences have not worked. The Great Wall of China, the Berlin Wall. That's not good among peoples, especially friends like the United States and Mexico.",150
true,Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,99
true,Says the Multnomah County Library system is the second busiest in the nation.,77
true,One in 19 Americans today get SSDI or SSI. Thats one in 19 Americans (who) are disabled.,88
true,55 percent of the people who cast a provisional ballot (in Florida) in the last presidential election -- their vote did not count.,130
false,"The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.",111
true,The Obama administration has been outsourcing by sending money to solar and wind energy companies that end up making their products outside the United States.,158
true,On mandatory ultrasounds before abortions.,42
true,"Hillary Clintons State Department sent three comedians to India on the Make Chai, Not War tour.",95
true,"Currently, the intelligence community can collect business records on law-abiding Americans who have no connection to terrorism.",128
true,"Even though Chicago has the most stringent gun laws on the books, it still has the highest murder rate in the country.",118
true,Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.,238
false,Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.,98
true,Uncompensated care has gone down by 30 percent just in the first few months of Medicaid expansion in the states that adopted it.,128
false,"Every time weve cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, its been damaged.",124
false,Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor.,84
true,Kilmartin has helped pass laws to create a witness protection program.,70
true,Says Rep. Renee Ellmers voted for the government shutdown 21 times.,67
true,I havent switched my position on the Trans-Pacific Partnership trade deal.,74
false,Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office.,104
true,John Boehner wants to reopen a tax loophole that actually rewarded corporations for shipping jobs and profits overseas.,119
false,Nobody is leaving Memphis. Thats a myth.,40
false,Florida seniors are exempt from losing Medicare Advantage under the federal health care bill.,93
false,"Theres a tremendous tax that we pay when we (American businesses) go into China, whereas when China sells to us theres no tax.",126
true,I am very proud that over my almost 30 years of public service I have had no scandals.,86
true,Pat Toomey advocated for eliminating all corporate taxes.,57
true,"Health care reform ""requires the use of federal dollars to fund abortions through the government-run health plan.""",114
true,"A lot of what (Cubas) survival depends on is Venezuelan oil money, which is drying up.",86
false,The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.,156
true,Says Obama called Kagan a moderate. He called Sotomayor a moderate.,67
false,"Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.",93
true,Darryl Hicks had seven ethics violations and didnt pay most of the fines.,73
false,"Since President Obama came into office, another 2 million Hispanics have joined the ranks of those in poverty. The number of Hispanic children living in poverty increased by 15 percent in that short period of time.",214
true,The top 1 percent in recent years has earned 85 percent of all new income.,74
true,Forty percent of the Fortune 500 were started either by immigrants or children of immigrants.,93
true,The group that organized Texas Muslim Capitol Day in Austin was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates.,167
false,Go look at a Trump product. Theyre all made in China.,53
true,Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.,134
true,Public education has been permanently cutby $1.6 billion through changes in the Standards of Quality funding formula.,117
false,This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip.,183
true,"In its current state, this bill is the most restrictive voter ID legislation in the nation.",91
true,President Obama has the most border patrols and border security deployed at the border of any previous president.,113
false,"Says as GOP was picking a convention city, I recommended Ohio.",62
true,Washington has incentivized the militarization of local police precincts.,73
false,Says she was never a member of the Georgia Log Cabin Republicans.,65
true,"By spring 2014, parents of 60,000 students in New York state had refused to let them take the Common Core Tests.",112
true,Congressman Perriello voted in lock step with Nancy Pelosi 90 percent of the time.,82
true,"In (Sen. Marco) Rubios state of Florida alone, Social Security lifts more than -- count it -- a million people out of poverty.",126
false,Donald Trump would engage in a risky scheme to privatize Social Security.,73
true,Massachusetts schools are ranked No. 1 of all 50 states.,56
false,"But for immigrants, we would have a contracting population...",61
false,The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.,98
false,"Rhode Island gives undocumented pregnant women health insurance, plus a cash card with $400 a month on it and $250 a month or $275 a month to spend on food.",156
false,Says Mark Pryor continues to insist that Obamacare is an amazing success.,73
false,Were only inches away from no longer being a free economy.,58
true,The United States is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change.,134
true,The U.S. Justice Department has taken on more than 100 voting rights cases since 2009.,86
true,On average it takes 300 Americans working for a solid year to make as much money as one top CEO.,96
true,Says Barack Obama has played over 90 rounds of golf as president.,65
true,"Team Trump has accused Ted Cruz of fraud in Iowa, Texas, Colorado, Oklahoma, Louisiana, Kansas, Maine, Utah and Wisconsin.",122
false,"This years redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.",120
true,"Under economic sanctions, now Iran is suffering 30 percent inflation, 20 percent unemployment.",94
true,"Says that as Wisconsin governor, we ended welfare.",50
true,"In the 18th Congressional District, 100% of electric generation comes from coal.",80
false,The folks in Washington are already forcing you to buy government health care.,78
false,Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.,137
true,Up to 45 percent of illegal immigrants are not people that physically crossed the southern border or northern border. They are visa overstayers.,144
false,"Charlie Crist ""worked with Acorn"" to give felons voting rights.",63
false,On support for gay marriage.,28
true,"This year, we have added an average of 200,000 jobs per month, a majority in the private sector, a stark contrast to the Bush Administration record of losing an average of nearly 750,000 jobs per month in its last three months.",227
true,Republicans in Congress refuse to list a single tax loophole they are willing to close.,87
false,Says Hillary Clintons Iran nuclear deal lined the pockets of the worlds number one state sponsor of terrorism with your money.,126
false,"Obama thinks the national anthem should be ""I'd Like to Teach the World to Sing.""",81
true,"Right now, America has $1.1 trillion of student debt. Thats more than credit card debt.",87
true,Twenty-six men named William have been elected to statewide office and only seven women have had the honor.,107
false,When Obama took office the economy of the United States was actually shrinking for the first time in about 70 years.,116
false,Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.,167
true,"Twice as much (federal) money is going back to Hawaii, Virginia and Alaska than is coming home to Oregon.",105
true,I didnt inherit money from my parents.,38
true,"If you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years.",109
false,You cant put a gun rack in a [Chevrolet] Volt.,46
true,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance.,127
true,Israel has seen a 90 percent reduction in terrorist attacks that it attributes to building a 500-mile fence.,108
false,Newt Gingrich says electric co-ops and credit unions are government-sponsored enterprises like Freddie Mac.,107
false,"Attempts to find things like, crime, criminal activity, indictment, have been filtered out by Google in favor of Hillary Clinton.",129
false,The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.,134
true,Our government right now. . . (is) spending 40 percent more than what we take in.,81
false,The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce,108
true,"If we choose Obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into Medicaid.",132
false,"Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an operational profit year after year.",186
true,California has seen a 56 percent decline in the gun murder rate since the 1990s.,80
false,Drug overdoses are now the second-most common cause of death in New Hampshire.,78
false,"Congressman Cicilline, when he was the mayor of Providence, espoused a sanctuary city.",86
true,Says his opponent Dorman Grace brags on his Facebook page about receiving illegal campaign contributions.,105
false,Says 70 percent of Virginias Medicaid cost is for seniors in nursing homes.,75
true,[L]ess than one-tenth of Atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax.,110
true,More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all.,176
true,"Says Chris Abele, opponent in Milwaukee County executive race, failed to finish 3 separate colleges, dropping out all 3 times.",126
false,Obama Signs Bill Forgiving All Student Loan Debt.,49
true,AGallup report recently said that nearly 50 percent of small business owners arent hiring because of what they call regulatory uncertainty.,139
false,"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'",69
false,"Says that Mitt Romney, while he was in Arizona, said he believes the states SB 1070 immigration law should be the model for national immigration laws.",150
false,Toomey crossed party lines to stop gun sales to suspects on the terror watch list.,82
true,Two-thirds of the people who start out in minimum wage are above the minimum wage within a year.,96
true,"The state of Georgia lost 16 percent of its employees last year, and that percentage has risen over the past three years.",121
true,Says hes the only licensed firearms dealer in America running for Congress.,75
false,On releasing photographs depicting the abuse of prisoners.,58
false,Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed.,127
false,The pass rate for a high school level test to join the military is 35 to 40 percent.,84
true,We've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.,120
false,"Cicilline continues to accept hundreds of thousands of dollars in lobbyist, corporate PAC and insider money to fund his campaign.",129
true,Borrowing in my 2015-17 state budget is less than half that in my predecessors last budget and the lowest it has been in a decade.,130
false,Says the federal government mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security.,152
false,"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics.",158
false,Claims Joe Biden said coal is more dangerous than terrorists.,61
false,An Obama campaign tactic for rallying voters is to offer them cell phones.,74
true,What is and isnt a Schedule I narcotic is a job for Congress.,61
false,Higher beer production and higher consumption go hand-in-hand.,62
true,We are now seeing a decrease in violent crime.,46
false,Says theres $4 billion in private investment along the streetcar.,65
false,Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with taxpayer-funded health care for life.,109
true,Israels per capita income is greater than probably three-fourths of the rest of the world.,90
false,"Well over 90 percent of felony cases, all over the nation, are committed by defendants who grew up in father-absent households.",127
false,"For his first interview as president, Barack Obama chose Arab TV for an apology.",80
true,"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.",97
false,More businesses are closing than opening in Virginia today.,59
true,We have record numbers of people living in poverty.,51
true,"Obama served on a board with former Weather Underground member William Ayers and ""that relationship with Mr. Ayers on this board continued after 9/11.""",151
true,Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,89
false,The media wont publish a real photo of Trayvon Martin with tattoos on his face.,79
false,Rand Paul supports Obamas negotiations with Iran.,49
true,"For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years.",182
false,"A single parent with a couple kids can easily get $35,000 a year in public assistance in Wisconsin.",99
true,Police in the United States are allowed to use tear gas even though it has been classified as a chemical weapon and banned in international conflict since 1993.,160
false,Says Hillary Clinton viciously attacked women abused by Bill Clinton.,69
false,"A letter from BP to the Minerals Management Service ""actually recommends improvements and specific recommendations around safety regulations should they choose to change them.""",176
true,"We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.",150
false,Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side.,78
false,Nobody suffered any lasting injuries from the CIA interrogation program.,72
false,Im not one for name calling.,28
false,Says Sen. Pat Toomey even tried to shut down the federal government in order to eliminate funding for Planned Parenthood.,121
true,Wisconsin has one of the most progressive tax codes in the country.,67
true,"During the year Kagan barred military recruiters from Harvard Law School's Office of Career Services, ""military recruiting actually went up.""",141
true,ISIS reaches about 100 million people a day through social media.,65
true,Texas added more jobs in 2010 than any other state.,51
false,"In the primary election, a right-wing group spent more than $100,000,000 to support Supreme Court Justice Rebecca Bradley.",122
false,"(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.",214
true,Says Sam Houston opposed slavery and as governor said Texas should not leave the union over slavery.,100
false,Our national debt is as low as it has been since World War II.,62
true,Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.,155
false,Debbie Jackow unlike her opponent ...WILL NOT de-fund the 20/20 land program.,77
true,The average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old.,108
true,Says 99 percent of the time police officers arent charged when they kill young people of color.,95
true,Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912.,101
false,Property taxes are now 18% higher than when(Mark Sharpe)first took office.,74
true,The minimum number of infrastructure (needs) in Atlanta is $900 million.,72
true,"The firefighter and police officer pension system is not headed for bankruptcy, far from it. Thats because New Jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system.",234
false,The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.,111
true,Says Donald Trump said he intends to open up additional areas off the coast to oil drilling during the campaign.,112
true,"Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.",140
false,Students today take more years to get through college.,54
false,Says Rick Perry flip-flopped on gay marriage by first saying it was a states rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage.,181
false,Congress decision to spend less around the world on embassy security contributed to tragedies like Benghazi.,108
true,"The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.",162
true,"Under Barack Obama's plan, the government would spend $1-trillion more.",71
true,"In 2011, NJ economy ranked 47th--at the bottom with Alabama, Mississippi Wyoming. Under Christie, NJ is falling behind.",119
true,"Theres never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.",110
false,Nearly 60% of all occupants of HUD properties in U.S. are illegals.,67
true,"Oregon families pay an extra $1,400 a year on higher insurance premiums to cover those who do not have insurance.",113
true,"As soon as Chris Christie was governor, he gave tax cuts to millionaires.",73
true,Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.,111
true,"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States.",156
false,Says Ken Cuccinelli wants to eliminate all forms of birth control.,66
false,A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices.,98
false,"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.",95
true,"For our next two years in my state, we will end with a structural surplus of $499 million.",90
false,In Virginia there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.,146
true,Virginia women earnonly 79 cents to each dollar earned by men...,64
true,Says oil productions down where Obamas in charge.,49
true,Every other major country has family paid leave.,48
false,Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free.,149
true,"Says that during President Barack Obamas tenure, the United States has created 15 million new jobs.",99
false,The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.,103
false,President Barack Obama ordered our military to enlist illegal aliens.,69
false,"A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.",225
true,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.",101
true,"We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common.",150
true,Congress gave an unelected board the power to deny care to seniors.,67
true,I never said I was on the Falkland Islands.,43
false,My state of Florida is now the third-largest state. We have surpassed New York in population.,93
true,The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,124
false,Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.,114
false,Says Barack Obama began his presidency with an apology tour.,60
false,A Texas law will repatriate $1 billion of gold bullion from the Federal Reserve in New York to Texas.,101
true,The majority of the Hispanic population and the growth (of the population) is U.S.-born.,88
true,Says Barack Obamas administration has admitted that money from its Iran nuclear deal would go directly to terrorism.,116
false,No Bridge to Nowhere could occur.,33
true,"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.",173
true,"When it comes to classified information at the State Department, Hillary Clintons the decider.",94
false,"Right now, Im polling at about 8 percent against Barack Obama and Mitt Romney.",78
false,Food stamps have gone up two-and-a-half times under Barack Obama.,65
